"naps","city","p","latitude","longitude","date.time","pollutant","concentration"
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 00:00:00,"O3",35
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 00:00:00,"NO2",5
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 00:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 01:00:00,"O3",35
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 01:00:00,"NO2",4
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 01:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 02:00:00,"O3",33
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 02:00:00,"NO2",6
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 02:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 03:00:00,"O3",31
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 03:00:00,"NO2",7
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 03:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 04:00:00,"O3",34
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 04:00:00,"NO2",4
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 04:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 05:00:00,"O3",34
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 05:00:00,"NO2",4
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 05:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 06:00:00,"O3",32
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 06:00:00,"NO2",5
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 06:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 07:00:00,"O3",32
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 07:00:00,"NO2",6
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 07:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 08:00:00,"O3",34
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 08:00:00,"NO2",4
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 08:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 09:00:00,"O3",35
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 09:00:00,"NO2",3
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 09:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 10:00:00,"O3",32
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 10:00:00,"NO2",3
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 10:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 11:00:00,"O3",33
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 11:00:00,"NO2",2
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 11:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 12:00:00,"O3",37
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 12:00:00,"NO2",2
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 12:00:00,"SO2",2
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 13:00:00,"O3",38
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 13:00:00,"NO2",2
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 13:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 14:00:00,"O3",38
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 14:00:00,"NO2",3
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 14:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 15:00:00,"O3",37
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 15:00:00,"NO2",4
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 15:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 16:00:00,"O3",32
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 16:00:00,"NO2",7
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 16:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 17:00:00,"O3",32
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 17:00:00,"NO2",8
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 17:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 18:00:00,"O3",35
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 18:00:00,"NO2",5
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 18:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 19:00:00,"O3",37
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 19:00:00,"NO2",3
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 19:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 20:00:00,"O3",38
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 20:00:00,"NO2",3
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 20:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 21:00:00,"O3",33
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 21:00:00,"NO2",6
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 21:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 22:00:00,"O3",37
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 22:00:00,"NO2",4
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 22:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 23:00:00,"O3",33
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 23:00:00,"NO2",7
10102,"St Johns","NL",47.56038,-52.71147,2018-01-01 23:00:00,"SO2",1
10102,"St Johns","NL",47.56038,-52.71147,2018-01-02 00:00:00,"O3",34
